# Synthetic Educational Test Data - For Testing & Simulation Only
timestamp,instrument_id,timeframe,open,high,low,close,volume,is_closed
2026-08-28T09:15:00Z,NIFTY_23000_CE,15m,150.0,165.0,145.0,160.0,5000.0,true
2026-08-28T09:30:00Z,NIFTY_23000_CE,15m,160.0,175.0,155.0,170.0,6200.0,true
2026-08-28T09:45:00Z,NIFTY_23000_CE,15m,170.0,178.0,158.0,165.0,4800.0,true
2026-08-28T10:00:00Z,NIFTY_23000_CE,15m,165.0,185.0,162.0,182.0,7500.0,true
2026-08-28T10:15:00Z,NIFTY_23000_CE,15m,182.0,195.0,178.0,190.0,6900.0,true
2026-08-28T10:30:00Z,NIFTY_23000_CE,15m,190.0,192.0,172.0,175.0,5400.0,true
2026-08-28T10:45:00Z,NIFTY_23000_CE,15m,175.0,180.0,165.0,168.0,4200.0,true
2026-08-28T11:00:00Z,NIFTY_23000_CE,15m,168.0,172.0,148.0,152.0,8100.0,true
2026-08-28T11:15:00Z,NIFTY_23000_CE,15m,152.0,164.0,146.0,158.0,5900.0,true
2026-08-28T11:30:00Z,NIFTY_23000_CE,15m,158.0,168.0,152.0,164.0,5100.0,true
