# Synthetic Educational Test Data - For Testing & Simulation Only
timestamp,instrument_id,timeframe,open,high,low,close,volume,is_closed
2026-08-28T09:15:00Z,NIFTY,15m,22000.0,22050.0,21980.0,22040.0,1500.0,true
2026-08-28T09:30:00Z,NIFTY,15m,22040.0,22080.0,22020.0,22070.0,1800.0,true
2026-08-28T09:45:00Z,NIFTY,15m,22070.0,22090.0,22030.0,22050.0,1400.0,true
2026-08-28T10:00:00Z,NIFTY,15m,22050.0,22110.0,22045.0,22100.0,2100.0,true
2026-08-28T10:15:00Z,NIFTY,15m,22100.0,22140.0,22090.0,22120.0,1950.0,true
2026-08-28T10:30:00Z,NIFTY,15m,22120.0,22135.0,22080.0,22090.0,1600.0,true
2026-08-28T10:45:00Z,NIFTY,15m,22090.0,22105.0,22060.0,22075.0,1300.0,true
2026-08-28T11:00:00Z,NIFTY,15m,22075.0,22090.0,22020.0,22030.0,2200.0,true
2026-08-28T11:15:00Z,NIFTY,15m,22030.0,22060.0,22010.0,22045.0,1750.0,true
2026-08-28T11:30:00Z,NIFTY,15m,22045.0,22070.0,22025.0,22060.0,1500.0,true
2026-08-28T11:45:00Z,NIFTY,15m,22060.0,22100.0,22050.0,22095.0,1900.0,true
2026-08-28T12:00:00Z,NIFTY,15m,22095.0,22130.0,22085.0,22125.0,2050.0,true
2026-08-28T12:15:00Z,NIFTY,15m,22125.0,22160.0,22115.0,22150.0,2400.0,true
2026-08-28T12:30:00Z,NIFTY,15m,22150.0,22180.0,22140.0,22170.0,2600.0,true
2026-08-28T12:45:00Z,NIFTY,15m,22170.0,22190.0,22145.0,22160.0,2100.0,true
2026-08-28T13:00:00Z,NIFTY,15m,22160.0,22175.0,22120.0,22130.0,1800.0,true
2026-08-28T13:15:00Z,NIFTY,15m,22130.0,22145.0,22095.0,22105.0,1700.0,true
2026-08-28T13:30:00Z,NIFTY,15m,22105.0,22120.0,22070.0,22080.0,1900.0,true
2026-08-28T13:45:00Z,NIFTY,15m,22080.0,22100.0,22055.0,22090.0,1650.0,true
2026-08-28T14:00:00Z,NIFTY,15m,22090.0,22130.0,22085.0,22120.0,2250.0,true
2026-08-28T14:15:00Z,NIFTY,15m,22120.0,22150.0,22110.0,22140.0,2100.0,true
2026-08-28T14:30:00Z,NIFTY,15m,22140.0,22175.0,22130.0,22165.0,2500.0,true
2026-08-28T14:45:00Z,NIFTY,15m,22165.0,22195.0,22150.0,22185.0,2700.0,true
2026-08-28T15:00:00Z,NIFTY,15m,22185.0,22210.0,22170.0,22200.0,3000.0,true
2026-08-28T15:15:00Z,NIFTY,15m,22200.0,22225.0,22180.0,22215.0,2800.0,true
2026-08-28T15:30:00Z,NIFTY,15m,22215.0,22240.0,22200.0,22230.0,2600.0,true
2026-08-28T15:45:00Z,NIFTY,15m,22230.0,22250.0,22210.0,22220.0,2200.0,true
2026-08-28T16:00:00Z,NIFTY,15m,22220.0,22235.0,22190.0,22200.0,1900.0,true
2026-08-28T16:15:00Z,NIFTY,15m,22200.0,22215.0,22165.0,22175.0,1800.0,true
2026-08-28T16:30:00Z,NIFTY,15m,22175.0,22190.0,22140.0,22150.0,1700.0,true
2026-08-28T16:45:00Z,NIFTY,15m,22150.0,22170.0,22125.0,22160.0,1600.0,true
2026-08-28T17:00:00Z,NIFTY,15m,22160.0,22190.0,22145.0,22180.0,1850.0,true
2026-08-28T17:15:00Z,NIFTY,15m,22180.0,22210.0,22170.0,22205.0,2100.0,true
2026-08-28T17:30:00Z,NIFTY,15m,22205.0,22235.0,22190.0,22225.0,2300.0,true
2026-08-28T17:45:00Z,NIFTY,15m,22225.0,22260.0,22215.0,22250.0,2550.0,true
